08:30:00	It is around 8:30. Sunshine comes through the windows at right. As the curtain rises, the family has just finished breakfast.	Long Day's Journey Into Night	Eugene O'Neill
08:32:00	8.32 a.m. Catch bus to school	The Curious Incident of the Dog in the Night-time	Mark Haddon
08:32:14	Gately checks his cheap digital, head still hung over the sofa's arm. 'I got 0832:14, 15, 16, Randy.' ''ks a lot, D.G. man.'	Infinite Jest	David Foster Wallace
08:35:00	It was thirty-five minutes past eight by the big clock of the central building when Mathieu crossed the yard towards the office.	Fruitfulness	Emile Zola
08:40:00	At this moment the clock indicated 8.40. 'Five minutes more,' said Andrew Stuart. The five friends looked at each other.	Around the world in eighty days	Jules Verne
08:40:00	I took note of the surrounding objects in detail, and saw that her watch had stopped at twenty minutes to nine.	Great Expectations	Charles Dickens
08:43:00	8.43 a.m. Go past tropical fish shop	The Curious Incident of the Dog in the Night-time	Mark Haddon
08:43:00	You understand this tape recorder is on? "Uh huh" "And it's Wednesday, May 15, at eight forty-three in the mornin".	A Time to Kill	John Grisham
08:47:00	Just on my way to the cottage. It's, er, ..8.47. Bit misty on the roads.....	Dirk Gentlys Holistic Detective Agency	Douglas Adams
08:50:00	Punctually at ten minutes to nine, a quarter hour after early mass, the boy stood in his Sunday uniform outside his father's door.	The Radetzky March	Joseph Roth
08:50:00	It was 8:50 in the morning and Bernie and I were alone on an Astoria side street, not far from a sandwich shop.	The Ask	Sam Lipsyte
08:51:00	8.51 a.m. Arrive at school	The Curious Incident of the Dog in the Night-time	Mark Haddon
08:52:00	Message one. Tuesday, 8:52 A.M. Is anybody there? Hello?	Extremely Loud and Incredibly Close	Jonathan Safran Foer
08:55:00	At five minutes to nine, Jacques, in his gray butler's livery, came down the stairs and said, "Young master, your Herr Papa is coming."	The Radetzky March	Joseph Roth
08:55:00	George pulled out his watch and looked at it: it was five minutes to nine!	Three Men in a Boat	Jerome K Jerome
08:57:00	They should cause to be rung a bell from its smaller bell-tower for three minutes before nine o'clock every morning, all the year round.	The Paradise Mystery	J.S. Fletcher
08:26:00	It exploded much later than intended, probably a good twelve hours later, at twenty-six minutes past eight on Monday morning.	The Little drummer Girl	John Le Carre
08:50:00	At ten to nine the clerks began to arrive. When they had hung up their coats and hats they came to the fireplace.	The Chestnut Tree	V.S. Pritchett
09:00:00	To where Saint Mary Woolnoth kept the hours With a dead sound on the final stroke of nine.	The Waste Land	T S Eliot
09:00:00	I could never get all the way down there before nine o'clock.'	A Confederacy of Dunces	John Kennedy Toole
09:00:00	Look. Ignatius. I'm beat. I've been on the road since nine o'clock yesterday morning.'	A Confederacy of Dunces	John Kennedy Toole
09:00:00	9am The wall clock began to strike. After the nine golden strokes faded, the district captain began. "How is Herr Colonel Marek?" 	The Radetzky March	Joseph Roth
09:00:00	14 June 9:00 am woke up	A fraction of the whole	Steve Toltz
09:00:00	Sometimes what I wouldn't give to have us sitting in a bar again at 9.00am telling lies to one another, far from God.	Jesus Son	Denis Johnson
09:00:00	At nine o'clock one morning late in July Gatsby's gorgeous car lurched up the rocky drive to my door.	The Great Gatsby	F. Scott Fitzgerald
09:00:00	9.00 a.m. School assembly	The Curious Incident of the Dog in the Night-time	Mark Haddon
09:00:00	To where Saint Mary Woolnoth kept the hours with a dead sound on the final stroke of nine.	The Waste Land	T S Eliot
09:00:00	All the clocks in the city were striking nine individually, and somewhere about nine hundred and ninety-nine collectively.	The Pickwick Papers	Charles Dickens
09:00:00	As nine o'clock was left behind, the preposterousness of the delay overwhelmed me.	A Single Pebble	John Hershey
09:00:00	Nine o'clock in the morning, just time to begin lessons: you'd only have to whisper a hint to Time, and round goes the clock in a twinkling!	Alice's Adventures in Wonderland	Lewis Carroll
09:00:00	It was around nine o'clock that I crossed the border into Cornwall. This was at least three hours before the rain began.	The Remains of the Day	Kazuo Ishiguro
09:00:00	At nine he went to breakfast in the specially designated buffet between the lobby and the dining room.	Death in Venice	Thomas Mann
09:00:00	The clock struck nine when I did send the nurse; In half an hour she promised to return. Perchance she cannot meet him: that's not so.	Romeo and Juliet	Shakespeare
09:00:00	Nine o' what? I cried, starting up. Nine o'clock, she replied, through the keyhole. I thought you was a- oversleeping yourselves.	Three Men in a Boat	Jerome K Jerome
09:00:00	He was at breakfast at nine, and for the twentieth time consulted his "Bradshaw," to see at what earliest hour Dr. Grantly could arrive.	The Warden	Anthony Trollope
09:01:00	9:01 am lay in bed, staring at ceiling	A fraction of the whole	Steve Toltz
09:03:00	It's three minutes past nine, Miss Beckworth announced. You're late.	The Lottie Project	Jacqueline Wilson
09:04:00	9:04 am lay in bed, staring at ceiling	A fraction of the whole	Steve Toltz
09:04:00	In the light of a narrow-beam lantern, Pierce checked his watch. It was 9.04.	The Great Train Robbery	Michael Crichton
09:11:00	At 9.11, they swung the grating door open and entered the wine cellar proper.	The Great Train Robbery	Michael Crichton
09:05:00	9:05 am lay in bed, staring at ceiling	A fraction of the whole	Steve Toltz
09:05:00	The tour of the office doesn't take that long. In fact, we're pretty much done by 9:05 a.m.	Twenties Girl	Sophie Kinsella
09:05:00	He has chalked up on the gateway '96,688,365,498,702'. Should confuse the mailman. Woke 9:05.	The Voices of Time	JG Ballard
09:06:00	9:06 am lay in bed, staring at ceiling	A fraction of the whole	Steve Toltz
09:08:00	9:08 am rolled over onto left side	A fraction of the whole	Steve Toltz
09:09:00	9:09 am lay in bed, staring at wall	A fraction of the whole	Steve Toltz
09:13:00	She tucked the phone in the crook of her neck and thumbed hurriedly through her pink messages. Dr. Provetto, at 9:13 A.M.	Mistaken Identity	Lisas Scottoline
09:14:00	9:14 am lay in bed, staring at wall	A fraction of the whole	Steve Toltz
09:15:00	9:15 am doubled over pillow, sat up to see out window	A fraction of the whole	Steve Toltz
09:15:00	9.15 a.m. First morning class	The Curious Incident of the Dog in the Night-time	Mark Haddon
09:15:00	Now, I got the contact first at 0915 or so, and the bearing was about two-six-nine.	The Hunt for Red October	Tom Clancy
09:30:00	Then at 0930 it was bearing a two-six-zero.	The Hunt for Red October	Tom Clancy
09:48:00	At 0948, it was two-five-zero. There's some error built into these, Cap'n.	The Hunt for Red October	Tom Clancy
10:00:00	Right about then we got all this other activity, and I had to go after them, but I came back to it about 1000, and the bearing was two-four-two.	The Hunt for Red October	Tom Clancy
10:15:00	Jones set down a pencil on the line traced when the Dallas had moved away from the Icelandic coast. At 1015 it was two-three-four.	The Hunt for Red October	Tom Clancy
10:30:00	At 1030 it was two-two-seven. These last two are shaky, sir. The signal was real faint, and I didn't have a very good lock on it.	The Hunt for Red October	Tom Clancy
09:16:00	9:16 am sat in bed, staring out window	A fraction of the whole	Steve Toltz
09:20:00	The following morning at 9.20 Mr Cribbage straightened his greasy old tie and arranged the few strands of his hair across his bald patch.	Red Dog	Louis de Bernieres
09:20:00	I left home at eight and spent an hour travelling to a nine o'clock appointment. Twenty minutes later is nine-twenty.	Girl, Interrupted	Susanna Kaysen
09:20:00	At twenty minutes past nine, the Duke of Dunstable, who had dined off a tray in his room, was still there, waiting for his coffee and liqueur.	Uncle Fred in the Springtime	P.G. Wodehouse
09:25:00	A man I would cross the street to avoid at nine o'clock.	The Forgotten Waltz	Anne Enright
09:28:00	The clock showed twenty-eight minutes past nine. "The clocks here have to be right, sir," the butler added with pride.	Lord Raingo	Arnold Bennett
09:30:00	The body came in at nine-thirty this morning. One of Holding's men went to the house and collected it.	Trumpet	Jackie Kay
09:30:00	Up the welcomingly warm morning hill we trudge, side by each, bound finally for the Hall of Fame. It's 9.30.	Independence Day	Richard Ford
09:30:00	He looked at his watch; it was half-past nine	A watcher by the dead	Ambrose Bierce
09:30:00	It was nine-thirty. In another ten minutes she would turn off the heat; then it would take a while for the water to cool.	Revolutionary Road	Richard Yates
09:32:00	Sandy barely made the nine-thirty-two and found a seat in no-smoking. She'd been looking forward to this visit with Lisbeth.	Wifey	Judy Blume
09:30:00	Like Mary Poppins. 9:30-9:36 Make Geiger's' bed.	The Undomestic Goddess	Sophie Kinsella
09:42:00	Take laundry out of machine and put in dryer 9:42	The Undomestic Goddess	Sophie Kinsella
10:00:00	10:00 Clean bathrooms I get to the end and read it over with a fresh surge of optimism.	The Undomestic Goddess	Sophie Kinsella
09:36:00	9:36 I cannot make this bed. Why won't this sheet lie flat?	The Undomestic Goddess	Sophie Kinsella
09:42:00	9:42 And why do they make mattresses so heavy?	The Undomestic Goddess	Sophie Kinsella
09:40:00	Moral: don't try too hard to forget Eniwetok. Woke 9:40. To sleep 4:15.	The Voices of Time	JG Ballard
09:45:00	9.45 Bond felt the excitement ball up inside him like cat's fur.	On Her Majesty's Secret Service	Ian Fleming
09:50:00	Ten minutes to ten. I had just time to hide the bottle (after the nurse had left me) when you came into my room.	The Law and the Lady	Wilkie Collins
09:53:00	The bus deposited her about five minutes' walk from Onslow Mansions, an at seven minutes to ten she was outside her destination.	Miss Pettigrew Lives for a Day	Winifred Watson
09:54:00	9:54 This is sheer torture. My arms have never ached so much in my entire life. The blankets weigh a ton, and the sheets won't go straight.	The Undomestic Goddess	Sophie Kinsella
09:55:00	At five to ten I'm ready in the hall. Nathaniel's mother's house is nearby but apparently tricky to find.	The Undomestic Goddess	Sophie Kinsella
09:35:00	Nine-thirty-five. He really must be gone. The bird is no longer feeding but sitting at the apex of a curl of razor wire.	The Memory of Love	Aminatta Forna
01:00:00	Hickory Dickory Dock, The mouse ran up the clock, The clock struck one, The mouse ran down, Hickory Dickory Dock	Traditional nursery rhyme	anon ?
10:00:00	At about ten o'clock in the morning the sun threw a bright dust-laden bar through one of the side windows.	Of Mice And Men	John Steinbeck
10:00:00	The written verdict was handed down at 10:00 on Friday morning, and all that remained was a summing-up.	The Girl with the Dragon Tattoo	Stieg Larsson
10:00:00	I thought. 'Ten.' 'Ten-thirty.' Without another word, he closed the door.	An Obedient Father	Akhil Sharma
10:00:00	On the tenth day of September Eighteen hundred Twenty Three Wednesday morn, and I remember Ten on the clock the Hour to be	Notebook Coleridge goes to the Quantock Hill	Samuel Taylor Coleridge
10:00:00	didn't sleep because it was only around ten o'clock when I woke up.	Catcher in the Rye	J.D Salinger
10:00:00	Monday 30 March 1668 Up betimes, and so to the office, there to do business till about 10 o'clock	The Diary of Samuel Pepys	Samuel Pepys
10:00:00	No US bombers or any other kind of aircraft were flying over that region at the time, that is around 10 am on November 7,1944.	Kafka on the shore	Haruki Murakami
10:00:00	King Richard: Well, but what's o'clock? Buckingham: Upon the stroke of ten.	Richard III	William Shakespeare
10:00:00	At ten o'clock he was entering Willey's room; the latter had given him a key and left the room vacant by previous arrangement.	The Greeks have a word for it	Barry Unsworth
10:00:00	I went to bed and the next thing I knew I was awake again and it was getting on for ten o'clock in the morning. Ring, ring, said the telephone.	The Medusa Frequency	Russell Hoban
10:00:00	T'was ten o'clock, which was half an hour later than his usual time before my uncle Toby sallied out.	Tristram Shandy	Laurence Sterne
10:00:00	By ten o'clock, the chaise and four conveyed the two from the abbey; and, after an agreeable drive of almost twenty miles, they entered Woodston.	Northanger Abbey	Jane Austen
10:00:00	Each of us saved up sixpence. We were to meet at ten in the morning on the Canal Bridge.	Dubliners	James Joyce
10:03:00	It's 10.03 according to his watch, and he is travelling down through the Scottish highlands to Inverness.	Vanilla-Bright like Eminem	Michel Faber
10:05:00	We both watch as a pair of swans sail regally under the little bridge. Then I glance at my watch. It's already five past ten.	The Undomestic Goddess	Sophie Kinsella
10:10:00	10:10 Shot is fired.	The Hollow Man	John Dickson Carr
10:12:00	I'll take the coffee tray out, I suggest humbly. As I pick it up I glance again at my watch. Ten twelve.	The Undomestic Goddess	Sophie Kinsella
10:14:00	Okay. Ten fourteen: Mrs. Narada reports that her cat has been attacked by a large dog.	Coyote Blue	Christopher Moore
10:15:00	At 10.15 Arlena departed from her rendezvous, a minute or two later Patrick Redfern came down and registered surprise, annoyance, etc.	Evil under the sun	Agatha Christie
10:16:00	10:16 At last. Forty minutes of hard work and I have made precisely one bed.	The Undomestic Goddess	Sophie Kinsella
10:17:00	I was able this morning to telegraph the very words of the order to my cousin at seventeen minutes past ten.	Michel Strogoff	Jules Verne
10:17:00	I sent it to the Daily Telegraph at thirteen minutes past ten. "Bravo, Mr. Blount!"	Michel Strogoff	Jules Verne
10:18:00	I know that it was 10:18 when I got home because I look at my watch a lot.	Extremely Loud and Incredibly Close	Jonathan Safran Foer
11:45:00	His mother straightened the battered alarm clock that was lying on its side in the middle of the mantelpiece until it showed a quarter to twelve.	A Portrait of the Artist as a Young Man	James Joyce
10:20:00	The right time now is twenty past ten. The dear knows you might try to be in time for your lectures.	A Portrait of the Artist as a Young Man	James Joyce
10:22:27	The phone started ringing. It was 10:22:27. I looked at the caller ID and saw that it was him.	Extremely Loud and Incredibly Close	Jonathan Safran Foer
10:25:00	I looked like a half-animated corpse. Woke 10:25.	The Voices of Time	JG Ballard
10:26:00	10:26 No. Please, no. I can hardly bear to look. It's a total disaster. Everything in the washing machine has gone pink.	The Undomestic Goddess	Sophie Kinsella
10:27:00	She is on holiday in Norfolk. The substandard clock radio says 10:27 a.m.	The Accidental	Ali Smith
10:30:00	At ten-thirty I'm cleaned up, shaved and dressed in my Easter best - a two-piece seersucker Palm Beach I've had since college.	The Sportswriter, ch 9	Richard Ford
10:30:00	10.30 a.m. Break	The Curious Incident of the Dog in the Night-time	Mark Haddon
10:38:00	There has to be a remedy. . . . I just need to think. . . . 10:38 OK, I have the answer. It may not totally work - but it's my best shot.	The Undomestic Goddess	Sophie Kinsella
10:45:00	They reached King's Cross at a quarter to eleven. Mr Weasley dashed across the road to get trolleys for their trunks.	Harry Potter and the Chamber of Secrets	J.K.Rowling
10:50:00	10.50 a.m. Art class with Mrs Peters	The Curious Incident of the Dog in the Night-time	Mark Haddon
10:50:00	As he walked back to the flight office, airmen were forming a line. Lambert looked at his watch; it was ten to eleven.	Bomber	Len Deighton
10:53:00	He begins to make a record of our observations.'10.53 hrs,' he writes, as we crouch at the top of the stairs.	Spies	Michael Frayn
10:53:00	From 10:53 to 10:57, while the hundredths of a second flash by so fast that you cannot read and capture them.	Austerlitz	W.G. Sebald
10:55:00	The clock was still saying five minutes to eleven when pooh and Piglet set out their way half an hour later.	The House at Pooh Corner	AA Milne
10:57:00	I run the tape back repeatedly, looking at the time indicator in the top left-hand corner of the screen, 10:57	Austerlitz	W.G. Sebald
10:59:00	An alarm clock, repaired by Harry several years ago, ticked loudly on the sill, showing one minute to eleven.	Harry Potter and the Half-Blood Prince	JK Rowling
10:30:00	according to the clock on the wall, it is barely ten thirty.	The Hours	michael cunningham
11:00:00	It was about eleven o'clock in the morning, mid October, with the sun not shining and a look of hard wet rain in the clearness of the foothills.	The big sleep	Raymond Chandler
11:00:00	Quiet as I am, I become at Eleven o'Clock in the Morning on every day of the week save Sunday a raving, ranting maniac.	Twice Around the Clock	George Augustus Sala
11:00:00	By 11 o'clock I have finished the first chapter of Mr Y. The winter sun is peeping meekly through the thin curtains and I decide to get up	The End of Mr Y	Scarlett Thomas
11:00:00	At eleven o'clock in the morning, large flakes had appeared from a colourless sky and invaded the fields, gardens and lawns of Romerike	The Snowman	Jo Nesbo
11:00:00	We got to Waterloo at eleven, and asked where the eleven-five started from. Of course nobody knew.	Three Men in a Boat	Jerome K Jerome
11:00:00	That will take me till eleven o'clock when the class starts. I have given myself an hour and a half.	The Saints	patsy hickman
11:05:00	We asked where the eleven-five started from. Of course nobody knew; nobody at Waterloo ever does know.	Three Men in a Boat	Jerome K Jerome
11:00:00	In this pallor, in this purity, bells struck eleven times the sound fading up there among the gulls.	Mrs. Dalloway	Virginia Woolf
11:00:00	At eleven o'clock the phone rang, and still the figure did not respond.	The Long Dark Tea-time of the Soul	Douglas Adams
11:00:00	I dare say it was champagne at eleven in the morning.	The Weather in the Streets	Rosamond Lehmann
11:00:00	As her husband had told him, she was still in bed although it was past 11 o'clock.	Scoop	Evelyn Waugh
11:00:00	Big Ben was striking as she stepped out into the street. It was eleven o'clock and the unused hour was fresh.	Mrs Dalloway	Virginia Woolf
11:00:00	We passed a few sad hours until eleven o'clock, when the trial was to commence. My father and the rest of the family being obliged to attend.	Frankenstein	Mary Shelley
11:00:00	The bracket clock whirred and then hectically struck eleven, its weights spooling downwards at the sudden expense of energy.	The Stranger's Child	Alan Hollinghurst
11:00:00	Who can - what can - asked Mrs Dalloway (thinking it was outrageous to be interrupted at eleven o'clock on the morning of the day she was giving a party).	Mrs Dalloway	Virginia Woolf
11:03:00	"What time are you meeting him?" she called out. "Eleven oh-three," he said. "That made me think he's for real."	Little Green Men	Christopher Buckley
11:05:00	July 3: 5 3/4 hours. Little done today. Deepening lethargy, dragged myself over to the lab, nearly left the road twice.	The Voices of Time	JG Ballard
11:06:00	11:06 And . . . oh. The ironing. What am I going to do about that?	The Undomestic Goddess	Sophie Kinsella
11:07:00	At exactly seven minutes past eleven by the ship's clock the Adventurer gave a prolonged screech and, moorings cast off.	The Adventure Club Afloat	Ralph Henry Barbour
11:12:00	11:12 I have a solution, via the local paper. A girl from the village will collect it, iron it all overnight and sew on Eddie's button.	The Undomestic Goddess	Sophie Kinsella
11:15:00	It was around eleven, eleven-fifteen, a Saturday morning, I was about two thirds through my route.	Where Im Calling From	Raymond Carver
11:17:00	It was seventeen minutes past eleven: she would have lots of time to have the matter out with Mr. Doran.	Dubliners	James Joyce
11:20:00	Disruption alert logged 11h20 from Stones' Pool Hall (Premises ID 33CBD-Long181). Officer and Aito /379 responded.	Moxyland	Lauren Beukes
11:25:00	At 10.15 Arlena departed from her rendezvous, a minute or two later Patrick Redfern came down and registered surprise, annoyance, etc.	Evil under the Sun	Agatha Christie
11:30:00	I thought that church with the spire was All Saints', and I was at the door at half-past eleven to a minute as you said...	Far from the madding crowd	Thomas Hardy
11:30:00	Beddows had abjured Satan at a little after half-past eleven. By about eighteen minutes the Canon had beaten them to it again.	To the Devil a Daughter	Dennis Wheatley
11:30:00	It is now 11.30. The door to this room is shut, and will remain shut, barring emergencies, until 12.00.	Singularity Sky	Charles Stross
11:30:00	This time it was Kumiko. The wall clock said 11.30.	The Wind-up Bird Chronicle	Haruki Murakami
11:31:00	Albatross 8 passed over Pamlico Sound at 1131 local time. Its on-board programming was designed to trace thermal receptors.	The Hunt for Red October	Tom Clancy
11:40:00	On the line where these words were written, "21st December, Saturday, Liverpool," he added, "80th day, 11.40 a.m.," and waited.	Eighty Days Aournd the World	Jules Verne
11:40:00	Then, quickly, there came a rap of stone on board. It was twenty minutes before noon.	The Master of Go	Yusunari Kawabata
11:41:00	Eleven forty-one: large dog craps in Dr. Yamata's Aston Martin.	Coyote Blue	Christopher Moore
12:03:00	Twelve oh-three: dog eats two, count 'em, two of Mrs. Wittingham's Siamese cats.	Coyote Blue	Christopher Moore
11:42:00	11:42 I'm doing fine. I'm doing well. I've got the Hoover on, I'm cruising along nicely.	The Undomestic Goddess	Sophie Kinsella
11:45:00	She tucked the phone in the crook of her neck and thumbed hurriedly through her pink messages. .... Dr. Provetto, at 11:45 A.M.	Mistaken Identity	Lisa Scottoline
11:45:00	I arrived at St.Gatien from Nice on Tuesday, the 14th of August. I was arrested at 11.45 a.m. on Thursday, the 16th.	Epitaph for a Spy	Eric Ambler
11:45:00	I waited till a quarter to twelve, and found then that I was in All Souls'. But I wasn't much frightened for I thought it could be tomorrow as well.	Far from the madding crowd	Thomas Hardy
11:45:00	He sat smiling at the dead man in the grey suit the quarter struck, the quarter to twelve.	Mrs. Dalloway	Virginia Woolf
11:51:00	The next day, at nine minutes of twelve o'clock noon, the last clock ran down and stopped.	Lanterns and Lances	James Thurber
11:55:00	It was 11:55 a.m. on April 30	All the President's Men	Bernstein & Woodward
11:55:00	What time did you arrive at the site? It was 11:55. I remember since I happened to glance at my watch when we got there.	Kafka on the Shore	Haruki Murakami
11:58:00	Two minutes before the clock struck noon, the savage baron was on the platform to inspect the preparation for the frightful ceremony of mid-day.	Burlesques	William Makepeace Thackeray
11:00:00	It was about eleven o'clock; and the Enchantress was attired in a delicious deshabille. With her little feet upon an ottoman near the fender.	The Mysteries of London	G.W.M. Reynolds
11:45:00	As he sat smiling, the quarter struck - the quarter to twelve.	Mrs Dalloway	Candide
12:00:00	On Friday noon, July the twentieth, 1714, the finest bridge in all Peru broke and precipitated five travellers into the gulf below.	The Bridge of San Luis Rey	Thornton Wilder
12:00:00	"It was yourself, Mrs. Linton: you knew it a while since." "Myself!" she gasped, "and the clock is striking twelve!"	Wuthering Heights	Emily Bronte
12:00:00	It was precisely twelve o'clock; twelve by Big Ben; whose stroke was wafted over the northern part of London.	Mrs Dalloway	Virginia Woolf
12:00:00	Roaring noon. In a well-fanned Forty-second Street cellar I met Gatsby for lunch.	The Great Gatsby	F. Scott Fitzgerald
12:00:00	A Music numerous as space -  But neighboring as Noon - 	Poem	Emily Dickinson
12:00:00	The Oxen Christmas Eve, and twelve of the clock. "Now they are all on their knees," An elder said as we sat in a flock.	The Oxen	Thomas Hardy
12:00:00	A cheap little clock on the wall struck twelve hurriedly, and served to begin the conversation.	The Brothers Karamazov	Fyodor Dostoyevsky
12:00:00	It will soon be an hour and a half,' said the girl who kept the records. The noonday siren blew.	The Master of Go	Yasunari Kawabata
12:00:00	A few minutes' light around noon is all that you need to discover the error, and re-set the clock.	Odalisque	Neal Stephenson
12:00:00	Then came the stroke of noon, and all these working and professional people dispersed like a trampled anthill into all the streets and directions.	The Tanners	Robert Walser
12:00:00	Noon found him momentarily alone, while the family prepared lunch in the kitchen. The cracks in the ceiling widened into gaps.	tinkers	Paul Harding
12:01:00	The electric clock/radio by his bedside table said 12:01. A was waiting for it to read 12:12.	Boy A	Jonathan Trigell
12:02:15	It had struck twelve o'clock two minutes and a quarter. The Baron's footman hastily seized a large goblet.	Crundle Castle	Lewis Carroll
00:03:00	Suddenly I felt a great stillness in the air, then a snapping of tension. I glanced at my watch. Three minutes after midnight.	The Historian	Elizabeth Kostova
12:04:00	Though by then it was by Tina's own desk clock 12:04PM.	Nicholson Baker	The Mezzanine
12:10:00	He dreamed of things with yellow eyes and crocodile mouths full of sharks' teeth. He woke five hours later, at twelve-ten.	Watchers	Dean Koontz
12:11:00	At 12:11 there was a knock on the door. It was Terry, A could tell.	Boy A	Jonathan Trigell
12:15:00	"Very well, dear," she said. "I caught the 10.20 to Eastnor, which isn't a bad train, if you ever want to go down there."	The Little Nugget	P. G. Wodehouse
12:20:00	By twelve-twenty in the afternoon, Vince was seated in a rattan chair with comfortable yellow and green cushions at a table by the window.	Watchers	Dean Koontz
12:20:00	It is 12:20 in New York a Friday three days after Bastille day, yes it is 1959.	The Day Lady Died	Frank O'Hara
16:19:00	I go get a shoeshine because I will get off the 4:19 in Easthampton.	The Day Lady Died	Frank O'Hara
12:20:00	I will get off the 4:19 in Easthampton at 7:15 and then go straight to dinner and I don't know the people who will feed me.	The Day Lady Died	Frank O'Hara
12:24:00	12:24 My legs are in total agony. I've been kneeling on hard tiles, cleaning the bath, for what seems like hours.	The Undomestic Goddess	Sophie Kinsella
12:30:00	12.30 p.m. Lunch	The Curious Incident of the Dog in the Night-time	Mark Haddon
12:30:00	Tuesday, 12:30 P.M Baker, California Into the Ballantine Ale now, zombie drunk and nervous.	Fear and Loathing in Las Vegas	Hunter S. Thompson
12:30:00	At half past twelve, when Catherine's anxious attention to the weather was over and she could no longer claim any merit.	Northanger Abbey	Jane Austen
12:32:00	12:30 What is wrong with this bleach bottle? Which way is the nozzle pointing, anyway? I'm turning it round in confusion.	The Undomestic Goddess	Sophie Kinsella
12:35:00	Colour Sergeant Cork called out the marker just as Trimmer appeared. So it was twelve-thirty-five when they were dismissed.	Men At Arms, Bk 1, ch 1	Evelyn Waugh
12:45:00	He has just now, 12:45, come from Carfax hurriedly and hastened towards the South. He seems to be going the round.	Dracula	Bram Stoker
12:45:00	It is around quarter to one. No sunlight comes into the room now through the windows at right. Outside the day is fine.	Long Day's Journey Into Night	Eugene O'Neill
12:59:00	And I had been looking at my watch since the train had started at 12.59 p.m.	The Curious Incident of the Dog in the Night-time	Mark Haddon
12:01:00	All registered the same time: 12:01. Conrad looked at his wristwatch, noted that it was just 2:45. 	Chronopolis	J.G. Ballard
14:45:00	All registered the same time: 12:01. Conrad looked at his wristwatch, noted that it was just 2:45. 	Chronopolis	J.G. Ballard
12:30:00	In Spain they are two hours late for every meal - two hours Fanny. Can we lunch at half-past twelve today?	Love in a Cold Climate	Nancy Mitford
13:00:00	It was a bright cold day in April, and the clocks were striking thirteen.	Nineteen Eighty-Four	George Orwell
13:00:00	Czarina Catherine reported entering Galatz at one o'clock to-day.	Dracula	Bram Stoker
13:00:00	It was a little after one o'clock when I got there, time for lunch, so I had it. The food was awful.	The Big Clock	Kenneth Fearing
13:00:00	"One o'clock pee em! Hello, Insert Name Here!" Said by the Disorganizer	Jingo	Terry Pratchett
13:00:00	The day-room floor gets cleared of tables and at one o'clock the doctor comes out of his office down the hall.	One Flew Over the Cuckoo's Nest	Ken Kesey
13:00:00	After 1 o'clock checks, Gretta always goes out for a smoke.	Girl, Interrupted	Susanna Kaysen
13:00:00	1.00 p.m. First afternoon class	The Curious Incident of the Dog in the Night-time	Mark Haddon
13:00:00	That day it was one o'clock before John and Roger rowed across and went up to Dixon's farm for the milk.	Swallows and Amazons	Arthur Ransome
13:00:00	I've just heard today That he's well on his way! He'll be passing through Acton at one.	Silly Old Baboon	Spike Milligan
13:00:00	Gottfried Rembke arrived at 1pm precisely. The moment he walked into the restaurant, handed his coat to the waiter, they knew it was him.	Platform	Michel Houellebecq
13:00:00	It was one o'clock. I bought some apples and a small pork pie and drove across the bridge to the other side of the riverbank.	The Swimmer	Roma Tearne
13:00:00	At one o'clock sharp: Toni. She was looking at the menu she knew well - Schmorbraten? Schnitzel? - when he loomed over her.	Jigsaw	Sybille Bedford
13:00:00	Whoever is there, as the clock strikes one, will be shadowed by one of my men.	The Scarlet Pimpernel	Baroness Orczy
13:05:00	Samantha?" I can hear Trish approaching. "Um . . . hold on!" I hurry to the door, trying to block her view. "It's already five past one,"	The Undomestic Goddess	Sophie Kinsella
13:15:00	"Good heavens!" she gasped. "Look at the time. Quarter-past one. You must be starved." She turned impetuously to Miss Pettigrew.	Miss Pettigrew lives for a Day	Winifred Watson
13:15:00	"What o'clock is it, Victor?" asked Dorian Gray, sleepily. "One hour and a quarter, monsieur."	The Picture of Dorian Gray	Oscar Wilde
13:16:00	And the first stop had been at 1.16 p.m. which was 17 minutes later.	The Curious Incident of the Dog in the Night-time	Mark Haddon
13:20:00	It will take him time to arrive here, see it is twenty minutes past one, and there are yet some times before he can hither come.	Dracula	Bram Stoker
13:20:00	1320 hours. Exercise OCTOBER FROST begins as scheduled. You are released to other assigned duties. We will return as scheduled.	The Hunt for Red October	Tom Clancy
13:23:00	Mother had keys to the house and we went in and she said, 'Hello?' but there was no one there because it was 1:23pm.	The Curious Incident Of The Dog In The Nighttime	Mark Haddon
13:23:00	The clock marked twenty-three minutes past one. He was suddenly full of agitation, yet hopeful. She had come!	A Mummers Tale	Anatole France
13:25:00	One-twenty-five. The drier had already stopped. She made one last pitch. "Three classic Hitchcock pictures coming in next week."	Hard Boiled Wonderland and the End of the World	Haruki Murakami
13:30:00	She was a a sticker. A clock away in the town struck half past one.	Brighton Rock	Graham Greene
13:30:00	Lupin not having come down, I went up again at half-past one, and said we dined at two.	The Diary of a Nobody	George and Weedon Grossmith
13:30:00	We had our usual enormous dinner at 1.30; and as the match was at 2.15 we used to get all ready first.	Period Piece	Gwen Raverat
13:32:00	At the third stroke it will be one... thirty two... and 20 seconds. 'Beep... beep... beep.' Ford Prefect suppressed a giggle of evil satisfaction.	So long, and thanks for all the fish	Douglas Adams
13:33:50	He waited for the green light to show and then opened the door onto the now empty cargo hold. 'one... thirty-three ... and fifty seconds.	So long, and thanks for all the fish	Douglas Adams
